學校代碼,學校名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
1182,蘭陽技術學院,D 日,B 四技,346,189,157,17,9,62,47,38,34,59,54,0,0,0,0,0,0,13,13,02 宜蘭縣,2 技職
1182,蘭陽技術學院,D 日,5 五專,321,184,137,10,11,30,23,33,20,55,33,54,45,0,0,0,0,2,5,02 宜蘭縣,2 技職
1183,黎明技術學院,D 日,B 四技,3421,1797,1624,452,497,526,450,392,335,352,293,0,0,0,0,0,0,75,49,01 新北市,2 技職
1183,黎明技術學院,D 日,5 五專,464,397,67,39,11,74,11,82,18,87,21,106,5,0,0,0,0,9,1,01 新北市,2 技職
1183,黎明技術學院,N 修,B 四技,1080,679,401,296,196,142,103,135,63,89,37,0,0,0,0,0,0,17,2,01 新北市,2 技職
1183,黎明技術學院,N 修,C 二技,91,8,83,0,0,0,0,2,45,6,38,0,0,0,0,0,0,0,0,01 新北市,2 技職
1183,黎明技術學院,N 修,2 二專,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,01 新北市,2 技職
1185,經國管理暨健康學院,D 日,M 碩士,35,6,29,2,18,1,7,3,3,0,1,0,0,0,0,0,0,0,0,17 基隆市,2 技職
1185,經國管理暨健康學院,D 日,B 四技,2026,762,1264,231,374,193,318,159,264,129,247,0,0,0,0,0,0,50,61,17 基隆市,2 技職
1185,經國管理暨健康學院,D 日,C 二技,170,16,154,0,0,0,0,9,64,7,80,0,0,0,0,0,0,0,10,17 基隆市,2 技職
1185,經國管理暨健康學院,D 日,5 五專,1227,360,867,83,149,76,160,56,152,63,164,74,183,0,0,0,0,8,59,17 基隆市,2 技職
1185,經國管理暨健康學院,N 職,M 碩士,45,8,37,4,17,3,14,0,4,0,2,1,0,0,0,0,0,0,0,17 基隆市,2 技職
1185,經國管理暨健康學院,N 修,B 四技,60,36,24,0,0,0,0,7,5,21,11,0,0,0,0,0,0,8,8,17 基隆市,2 技職
1185,經國管理暨健康學院,N 修,C 二技,146,8,138,0,0,0,0,6,85,2,47,0,0,0,0,0,0,0,6,17 基隆市,2 技職
1188,大同技術學院,D 日,B 四技,792,348,444,36,57,119,113,73,120,101,147,0,0,0,0,0,0,19,7,20 嘉義市,2 技職
1188,大同技術學院,D 日,5 五專,94,44,50,3,5,3,10,11,10,20,14,3,9,0,0,0,0,4,2,20 嘉義市,2 技職
1188,大同技術學院,N 修,B 四技,189,67,122,22,37,18,30,8,26,15,23,0,0,0,0,0,0,4,6,20 嘉義市,2 技職
1188,大同技術學院,N 修,C 二技,262,55,207,0,0,0,0,20,111,31,83,0,0,0,0,0,0,4,13,20 嘉義市,2 技職
1192,臺灣觀光學院,D 日,M 碩士,26,12,14,9,6,2,7,1,1,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
1192,臺灣觀光學院,D 日,B 四技,263,138,125,35,39,28,18,14,11,37,44,0,0,0,0,0,0,24,13,15 花蓮縣,2 技職
1192,臺灣觀光學院,D 日,5 五專,87,41,46,12,2,1,2,3,9,13,15,9,16,0,0,0,0,3,2,15 花蓮縣,2 技職
1192,臺灣觀光學院,N 修,B 四技,92,39,53,18,9,4,13,5,11,5,10,0,0,0,0,0,0,7,10,15 花蓮縣,2 技職
1192,臺灣觀光學院,N 修,C 二技,80,32,48,0,0,0,0,14,16,7,19,0,0,0,0,0,0,11,13,15 花蓮縣,2 技職
1192,臺灣觀光學院,N 修,2 二專,60,21,39,10,19,8,17,0,0,0,0,0,0,0,0,0,0,3,3,15 花蓮縣,2 技職
1195,馬偕醫學院,D 日,D 博士,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1195,馬偕醫學院,D 日,M 碩士,41,15,26,3,11,4,7,6,3,2,5,0,0,0,0,0,0,0,0,01 新北市,1 一般
1195,馬偕醫學院,D 日,B 學士,641,220,421,39,110,48,113,38,76,44,77,28,20,18,22,2,0,3,3,01 新北市,1 一般
1196,法鼓文理學院,D 日,D 博士,20,8,12,1,1,2,1,1,4,0,0,3,3,1,3,0,0,0,0,01 新北市,1 一般
1196,法鼓文理學院,D 日,M 碩士,224,66,158,25,40,16,46,11,30,14,42,0,0,0,0,0,0,0,0,01 新北市,1 一般
1196,法鼓文理學院,D 日,B 學士,61,24,37,7,12,7,12,5,7,5,4,0,0,0,0,0,0,0,2,01 新北市,1 一般
1282,馬偕醫護管理專科學校,D 日,2 二專,54,15,39,4,27,11,12,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1282,馬偕醫護管理專科學校,D 日,5 五專,3927,469,3458,95,675,93,664,98,680,90,658,74,684,0,0,0,0,19,97,30 臺北市,2 技職
1282,馬偕醫護管理專科學校,N 修,2 二專,242,108,134,73,83,34,50,0,0,0,0,0,0,0,0,0,0,1,1,30 臺北市,2 技職
1283,仁德醫護管理專科學校,D 日,5 五專,6042,1294,4748,252,930,244,920,259,958,243,921,211,835,0,0,0,0,85,184,05 苗栗縣,2 技職
1283,仁德醫護管理專科學校,N 修,2 二專,391,198,193,127,134,67,54,0,0,0,0,0,0,0,0,0,0,4,5,05 苗栗縣,2 技職
1284,樹人醫護管理專科學校,D 日,5 五專,6741,1551,5190,341,1115,330,1085,293,984,267,948,253,893,0,0,0,0,67,165,12 高雄市,2 技職
1284,樹人醫護管理專科學校,N 修,2 二專,545,316,229,127,119,136,72,30,21,18,16,0,0,0,0,0,0,5,1,12 高雄市,2 技職
1285,慈惠醫護管理專科學校,D 日,2 二專,103,36,67,16,36,13,20,0,0,0,0,0,0,0,0,0,0,7,11,13 屏東縣,2 技職
1285,慈惠醫護管理專科學校,D 日,5 五專,4130,896,3234,123,482,171,575,149,578,193,755,212,680,0,0,0,0,48,164,13 屏東縣,2 技職
1285,慈惠醫護管理專科學校,N 修,2 二專,271,94,177,48,86,35,70,6,4,3,7,0,0,0,0,0,0,2,10,13 屏東縣,2 技職
1286,耕莘健康管理專科學校,D 日,5 五專,4792,454,4338,66,755,100,836,99,891,79,880,82,801,0,0,0,0,28,175,01 新北市,2 技職
1286,耕莘健康管理專科學校,N 修,2 二專,119,3,116,2,63,1,46,0,0,0,0,0,0,0,0,0,0,0,7,01 新北市,2 技職
1287,敏惠醫護管理專科學校,D 日,5 五專,3904,467,3437,101,681,98,698,81,704,94,657,74,612,0,0,0,0,19,85,11 臺南市,2 技職
1289,育英醫護管理專科學校,D 日,5 五專,1996,227,1769,53,316,43,355,46,366,41,362,38,337,0,0,0,0,6,33,50 高雄市,2 技職
1291,聖母醫護管理專科學校,D 日,2 二專,22,17,5,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,2 技職
1291,聖母醫護管理專科學校,D 日,5 五專,2521,516,2005,76,319,81,332,82,426,135,462,133,437,0,0,0,0,9,29,02 宜蘭縣,2 技職
1291,聖母醫護管理專科學校,N 修,2 二專,18,8,10,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,2 技職
1292,新生醫護管理專科學校,D 日,5 五專,5955,722,5233,141,1034,137,1050,146,1018,147,1019,130,988,0,0,0,0,21,124,03 桃園市,2 技職
1292,新生醫護管理專科學校,N 修,2 二專,76,23,53,5,26,18,27,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
1293,崇仁醫護管理專科學校,D 日,5 五專,3330,410,2920,81,584,87,543,87,593,75,592,69,564,0,0,0,0,11,44,10 嘉義縣,2 技職
3002,臺北市立大學,D 日,D 博士,234,101,133,14,19,14,17,15,13,18,22,11,15,10,17,19,30,0,0,30 臺北市,1 一般
3002,臺北市立大學,D 日,M 碩士,1215,420,795,156,242,105,213,71,185,61,91,15,37,12,27,0,0,0,0,30 臺北市,1 一般
3002,臺北市立大學,D 日,B 學士,5270,2335,2935,569,738,527,698,520,683,553,676,0,0,0,0,0,0,166,140,30 臺北市,1 一般
3002,臺北市立大學,N 職,M 碩士,1090,298,792,107,274,87,257,46,121,29,71,14,44,15,25,0,0,0,0,30 臺北市,1 一般
